,uid,title,synopsis,members,popularity,ranked,score
5439,36343,Full Metal Panic! Movie 2: One Night Stand,"Shikidouji, the illustrator of Shoji Gatoh's  Full Metal Panic!  light novel series, revealed that production has been green-lit on a ""director's cut"" version of the first  Full Metal Panic!!  television anime series from 2002. The director's cut will consist of three films. The announcement does not state if the film trilogy will add new footage.  
 
(Source: ANN)",3357,6759,3710.0,7.02
5440,127,Gate Keepers,"It is Tokyo, 1969. Earth is under the attack of the ""Invaders."" Fortunately, though, the public is unaware of this. But to the secret orginazation, A.E.G.I.S., the threat is very real, and it is up them to stop this invasion. One day on his route to high school, Ukiya Shun observes a battle between a young girl and a group of Invaders. He ends up helping her and discovers that much like the girl, he possesses the ability to generate a ""gate"" of special power that only a few other people are gifted with. As a result, Ukiya then joins A.E.G.I.S. in an effort to recruit other Gate Keepers in order to protect the city, all while doing his best not to imitate his late father, whom he dispises. 
 
(Source: ANN)",17977,3367,3712.0,7.02
5441,900,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,"Dr. Gero's Androids #13, #14, and #15 are awakened by the laboratory computers and immediately head to the mall where Goku is shopping. After Goku, Trunks, and Vegeta defeat #14 and #15, #13 absorbs their inner computers and becomes a super being greater than the original three separately were. Now it is up to Goku to stop him.  
 
(Source: ANN)",79269,1367,3708.0,7.02
5442,34244,Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,"The film's story begins when Shiriri, an alien, arrives and turns Hiroshi and Misae into children. To turn them back, Shinnosuke must travel the length of Japan with Shiriri hidden in his butt. Meanwhile, Shiriri's father is moving forward with a huge conspiracy.  
 
(Source: ANN)",1022,9477,3705.0,7.02
5443,2623,Flanders no Inu (Movie),"Set in 19th-century Belgium, this classic tale, based on the Flemish novel by Oui'da, celebrates the affectionate bond between an innocent boy and his faithful dog. The stunning animation, a masterful combination of traditional and computer-aided animation, captures the natural splendor of the Flanders countryside and recreates the spirit of this classic story that has captivated audiences world wide for more than 130 years. In fact, the popularity of The Dog Of Flanders led the local Belgian government of Flanders to dedicate a statue to Nello and Patrash in 1985, immortalizing their devotion to each other.  
 
(Source: AniDB)",14735,3691,634.0,7.96
5444,790,Ergo Proxy,"Within the domed city of Romdo lies one of the last human civilizations on Earth. Thousands of years ago, a global ecological catastrophe doomed the planet; now, life outside these domes is virtually impossible. To expedite mankind's recovery, ""AutoReivs,"" humanoid-like robots, have been created to assist people in their day-to-day lives. However, AutoReivs have begun contracting an enigmatic disease called the ""Cogito Virus"" which grants them self-awareness. Re-l Mayer, granddaughter of Romdo's ruler, is assigned to investigate this phenomenon alongside her AutoReiv partner Iggy. But what begins as a routine investigation quickly spirals into a conspiracy as Re-l is confronted by humanity's darkest sins. 
 
Elsewhere in Romdo, an AutoReiv specialist by the name of Vincent Law must also face his demons when surreal events begin occurring around him. Re-l, Iggy, Vincent, and the child AutoReiv named Pino, will form an unlikely faction as they struggle to uncover Romdo's mysteries and ultimately, discover the true purpose of the mythical beings called ""Proxies."" 
 
[Written by MAL Rewrite]",406663,201,633.0,7.96
5445,8408,Durarara!! Specials,"Celty Sturluson is tasked to deliver a suspicious red handbag as part of her courier duties—the problem is: it is being sought by several organizations. As she makes her way through Ikebukuro toward the place the bag is supposed to be brought to, she is chased by mysterious men speaking a foreign language, and her package ends up dragging many of the city's residents into the conflict. 
 
Subsequently, famous actor Yuuhei Hanejima has just arrived in Ikebukuro as part of a special TV program, searching for the best couple to give them a chance to appear in one of his movies. However, Yuuhei Hanejima is actually a stage name for Kasuka Heiwajima, Shizuo's younger brother, and when an anonymous internet user threatens to kill the superstar, this user learns the weight of what that relationship means. Moreover, Shizuo discovers that the one responsible for the attempted attack is the meddlesome pest that he loathes with a burning passion. 
 
[Written by MAL Rewrite]",134647,835,632.0,7.96
5446,780,Detective Conan Movie 02: The Fourteenth Target,"A mysterious attacker has appeared and is assaulting people whose names contain a number from the standard deck of cards in descending order. When Conan Edogawa points out that all the victims are related to the now famous detective Kogorou Mouri, suspicion immediately falls upon the recently released convict Jou Murakami, as Kogorou was the one responsible for his arrest ten years prior. 
 
With potential victims still at risk, Conan and the police are determined to catch the culprit. As the case gradually unfolds, both Conan and his friend Ran Mouri learn more about her parents' separation and the truth on what transpired a decade ago. 
 
[Written by MAL Rewrite]",40635,2170,631.0,7.96
5447,24921,Aoki Hagane no Arpeggio: Ars Nova Cadenza,"The group of privateers known as the Blue Steel continues their mission to deliver blueprints of the Vibration Warhead Torpedo—a weapon that may turn the tides of war in their favor—to the United States. However, a new threat arises from their enemy, the overwhelming Fleet of Fog in the form of ""The Student Council.,"" This is a group of warships composed of the remaining Mental Models—the ships' humanoid avatars—who have yet to face the unpredictable captain of the Blue Steel, Gunzou Chihaya. 
 
As the Blue Steel gets closer to understanding the origins of the authority controlling the enemy, Iona's past starts to reveal why the war began and her reason for siding with humanity. 
 
[Written by MAL Rewrite]",23435,2953,630.0,7.96
5448,658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,"While mahjong is a game that is often played with family and friends, it is also a game that is played in the darkest corners of society. Nangou is a compulsive gambler who has accumulated debt over three million yen. In a last ditch attempt to clear his record, he decides to wager his life on a game of mahjong with the mafia. Unfortunately, as the game progresses, Nangou only moves further from the prize and closer to death. 
 
When all hope seems lost, the game parlor is suddenly intruded upon by Shigeru Akagi, a young boy on the run from the police. Desperate to turn the game around, Nangou hands the game over to Akagi after teaching him a few of the rules. The mafia can only smirk as Akagi sits down to play. However, they soon come to learn that Akagi is a natural-born gambler. An imposing figure who does not fear death. One who is destined to become a legend. 
 
[Written by MAL Rewrite]",71420,1473,629.0,7.97
5449,2158,Terra e... (TV),"In the future, humans are living on colonized planets and are controlled in every aspect of their life by a system of computers. Evolution has resulted in the birth of people with extraordinary powers. This new race is called Mu. Hated and feared by the humans, the Mu dream of a place to live in peace: Earth—a mystical far away planet—for humanity had to leave their home long ago as pollution and destruction increased and made it impossible to stay there any longer. 
 
Jomy is a boy excitedly awaiting his birthday, the day he will enter the world of adults. Yet he knows nothing about the unknown powers sleeping in him and the shared dream of returning to Earth one day.",48728,1931,628.0,7.97
5450,22,Tennis no Ouji-sama,"The world of tennis is harsh and highly competitive. Numerous schools from Japan battle it out to determine the best of the best.  
 
Seishun Gakuen Junior High School, more commonly known as Seigaku, is one of the most prominent contestants in this battle of the finest. Their team line-up gets even stronger with the sudden arrival of a young prodigy from the West, Ryouma Echizen, who is determined to prove himself and escape the towering shadow of his legendary father. This fine addition changes the team forever. 
 
 Prince of Tennis  follows the heartwarming and inspirational story of Ryouma on his quest to become one of the best tennis players the country has ever seen. He pushes himself hard so that he can one day surpass his father’s name and his own personal expectations. Alongside the rest of the Seigaku team, Ryouma fights to make his and his teammate's dreams come true.",122801,915,627.0,7.97
5451,3486,Yuusha Tokkyuu Might Gaine,"Nouvelle Tokio City locates on the place where it used to be Tokyo Bay. At the first glance, the prosperous city seems to enjoy its freedom and peace, but the city is suffering from the crimes. 
 
Senpuuji Maito is a perfect 15-year-old boy, bright, handsome, smart, and all-around sportsman. Furthermore, he is the leader of Senpuuji Trading group, and a multimillionaire. He spends his private fortune to found ""Brave Express Squad""? which consists of several robots. They are the robots that have various special abilities. Above all, the leader, Gaine, has a super artificial intelligence and has own personality. They can transform into trains. In case of incidents, they will appear anywhere in the world using the highly developed railway system.",1905,8061,3698.0,7.03
5452,9926,Sekaiichi Hatsukoi,"After having to deal with jealousy from his co-workers for working under his father's name, prideful literary editor Ritsu Onodera is determined to establish himself in the industry. To accomplish this, he quits his job at his father's publishing company and transfers to Marukawa Publishing. But instead of being placed in their literary division, Ritsu finds himself working as the rookie manga editor for the Emerald editing department, a team that operates under extremely tight schedules in order to meet deadlines. There, Ritsu is introduced to the infamous editor-in-chief Masamune Takano, a persistent man who strives for results. 
 
As it turns out, Takano is actually Ritsu's high school love, and it is the aftermath of that heartbreak has caused Ritsu's reluctance to fall in love again. Now with the two reunited after several years of separation, the reestablishment of their relationship is marked by Takano's vow to make Ritsu say that he loves him again. 
 
 Sekaiichi Hatsukoi  follows three couples that are interconnected within the manga industry, with each being subject to the budding of first love.  
 
[Written by MAL Rewrite]",143425,775,626.0,7.97
5453,4415,World Destruction: Sekai Bokumetsu no Rokunin,"Spinoff based on the Nintendo DS RPG game by SEGA, released in Japan July, 2008.  
 
In a world where humans serve as livestock for the ruling beastman, and where sand fills the roles of water and fire. Kyrie is recruited by the ""World Destruction Committee"" to assist in putting an end to their world. Kyrie alone holds the power needed to do it.  
 
(Source: AniDB)  ",43728,2067,3696.0,7.03
5454,508,Tottoko Hamtarou,"He's small, fluffy, and absolutely adorable: Hamtarou is one perfect little hamster! After moving to a new house with his owner, 5th grader HirokoHaruna, Hamtarou discovers other hamsters and quickly makes friends. 
 
The group of hamster explorers call themselves the Ham-Hams, and there's nowhere they won't go. The Ham-Hams go on crazy adventures all around the city while their owners are away, visiting everything from plays to magical lands of candy. Meanwhile, the humans face their own dramas.. 
 
Hamtarou meets a huge cast of different personalities, gets himself into—and out of—some pretty tight spots, and even helps Hiroko and her friends out more than once. Through it all, he never stops being unbearably cute. It's Hamtarou time!",40422,2172,3694.0,7.03
5455,26123,Seitokai Yakuindomo* OVA,OVAs of Seitokai Yakuindomo* which were either bundled with the limited editions of the manga volumes or as standalone OVAs.,51889,1850,625.0,7.97
5456,1584,Stratos 4 Advance Kanketsu-hen,"Crisis befalls the main characters and the Earth as well! How do they deal with the conspiracies that they have uncovered, while protecting the Earth too? (And what happens to the cliffhanger at the end of the previous episode?) 
 
In these final two episodes of Stratos 4 Advance are the exciting conclusion to the whole Stratos 4 series. The main characters will have to draw on all the resources they have, their friends and allies and their own sheer force of will, to ""bring tomorrow to Earth,"" as one of the characters puts it.",2354,7545,3692.0,7.03
5457,10351,Tenchi Muyou! Ryououki 2nd Season Picture Drama,Picture drama. Second part of the last episode of Ryo-Ohki 2.,4653,5916,3693.0,7.03
5458,30375,Starmyu,"The series tells the story of the five students; Yuuta Hoshitani, Tooru Nayuki, Kaito Tsukigami, Kakeru Tengenji, and Shuu Kuga as they struggle to enter the musical department of Ayanagi Academy, a school focusing on music. They need to be accepted to the Star Frame Class, which is directly taught by the members of Kaou-kai, the most talented from the musical department who stand at the top of the pecking order within the academy. Luckily, they are spotted by Itsuki Ootori, one of Kaou-kai members. 
 
(Source: Wikipedia)",34102,2382,3691.0,7.03
5459,30745,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen - Yakusoku no Kizuna,Music video  Yakusoku no Kizuna  from  Kyoukai no Kanata Movie: I'll Be Here - Kako-hen  Blu-ray/DVD.,32029,2477,624.0,7.97
5460,13767,Junjou Romantica OVA,OVAs that come with the limited premium edition of volumes 16 and 20 of the manga series.,36264,2306,623.0,7.97
5461,2762,Igano Kabamaru,"After the death of Saizou, Kabamaru's horribly strict grandfather and Iga ninja teacher (sensei), an old lady, Ran Ookubo, claims that she received a letter from him asking her to take care of his grandson. So Kabamaru runs off with Lady Ookubo to the big city Tokyo to gorge on yakisoba, ramen, chow mein, and attend a regular school—which turns out to have weird quirks of its own.  
 
(Source: ANN) ",7752,4815,622.0,7.97
5462,33899,IDOLiSH7,"Working at an agency owned by your father, seven new idols await. They are all part of an idol unit IDOLiSH7, and each of them have unique personalities. It is your task to manage them. In order to achieve the same goals, as manager and idols together, you gather the seven ununified hearts and aim for the top. 
 
(Source: MAL News)",24342,2904,621.0,7.97
5463,1104,Shinkon Gattai Godannar!! 2nd Season,"The history is placed right after the -cliffhanger- end of Godannar when Anna looks surprised to see Mira driving the Neo Okusaer. 
 
(Source: AniDB)",6247,5264,3690.0,7.03
5464,941,Renkin San-kyuu Magical? Pokaan,"Renkin San-kyuu Magical? Pokaan  follows the daily lives of four young girls. There is just one catch: they are anything but normal. This group of friends—the energetic werewolf Liru, the joyful witch-in-training Uma, the motherly android Aiko, and the seductive vampire Pachira—are actually princesses from the netherworld who have traveled to the human world in search of a new home. Unfortunately, their naivety and severe lack of knowledge make living peacefully among earthlings much more difficult than they imagined.  
 
As they attempt to adapt to their brand new lifestyle, they cause all sorts of trouble, and end up attracting the unwanted attention of a woman by the name of Dr. K-Ko. The scientist believes that these new residents of Earth are up to no good and attempts to capture the girls to prove the existence of the supernatural and gain credibility with the scientific community. Every day brings a new adventure as the girls deal with the insanity of her antics and all that the human realm has to offer. 
 
[Written by MAL Rewrite]",24696,2870,3688.0,7.03
5465,1258,Saint Seiya: Kamigami no Atsuki Tatakai,"In northern Europe, the reincarnation of Odin, Dolbar, rules supreme. One day, Hyoga rescues a man in Siberia so warns him about trouble in the Asgard. Athena goes out to investigate and sends Hyoga in advance but when she and the others arrive at the Asgard, Hyoga is nowhere to be found. When Dolbar captures Athena to take control of the sanctuary, the bronze saints try to help her but are attacked by the God Warriors. 
 
(Source: ANN)",12386,3962,3689.0,7.03
5466,4026,Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,"The legendary Renegade Pokémon, Giratina, encounters the Temporal Pokémon Dialga by a lake and successfully manages to drag Dialga into its home—an alternate dimension separate from the normal world. But a small green Pokémon gets gotten dragged in as well—and though it somehow escapes, Dialga uses this opportunity to escape as well after preventing Giratina from chasing after it. 
 
After accidentally ruining Satoshi and his friends' picnic, the green Pokémon is taken to the Pokémon Center where it is treated for injuries and introduced as Shaymin, the mythical Gratitude Pokémon. Using telepathy, Shaymin demands that Satoshi, Hikari, and Takeshi take it somewhere. But before they can find out where to go, the group find themselves being pursued by both Giratina and a strange man named Zero—both in search of little Shaymin! Will Satoshi and his friends be able to find Shaymin's desired place while keeping themselves out of danger? 
 
[Written by MAL Rewrite]",52598,1833,3687.0,7.03
5467,39591,Persona 5 the Animation Specials,"Unaired episodes included in 11th & 12th volume of the  Persona 5 the Animation . 
 
#1: Few days after battle against Akechi. Ren, who was helping out with the cafe, saw a cross word puzzle magazine on the table and saw Akechi's handwriting besides a solved crossword ""Seigi no Akashi (Sign of Justice)."" In order to investigate the meaning, he walks around the street under the cold winter snow while thinking back at the memory with Akechi. The meaning that revealed and Akechi's feeling is... 
#2: Valentine's Day Omibus Story featuring Ren Amamiya",5659,5495,3686.0,7.03
5468,10807,Nichijou: Original Jikai Yokoku,Original next episode trailers included in the Blu-ray and DVD volumes of  Nichijou .,14914,3668,3684.0,7.03
5469,9798,Pandane to Tamago-hime,"In a lonesome water mill deep in a forest of briers and brambles lives a witch named Baba Yaga. There the witch keeps her servant the Egg Princess confined and forces the tiny egg-girl to do all the hard daily chores around the mill. One night, a large batch of kneaded dough resting in a trough suddenly comes to life from the witch's spell. Fearful of the witch, the Egg Princess and her new friend decide to run away. What will lay ahead for the two of them...? 
 
(Source: Official Website)",3533,6610,3685.0,7.03
5470,12119,Natsu-iro Kiseki,"Yuka, Rinko, Saki, and Natsumi are childhood friends and classmates nearing the end of their second year of middle school and eagerly awaiting their summer break. Unfortunately, it's a bittersweet time for this close-knit group, as Saki is transferring to another school. 
 
The girls are determined to keep the spirit of their friendship alive, even if only for this summer. They reminisce about a large stone the four of them used to visit, tucked away in an old Shinto shrine, and the belief that if four friends gathered around it and made a single wish, it would come true. Now, much to their surprise, they discover that old folktale is true. 
 
 Natsu-iro Kiseki  follows the magical events the girls go through during this last summer they’ll all spend together. As friendships get tested, and fantasies are fulfilled, the four classmates will end up learning a great deal about themselves and each other on the path to forging a summer that they’ll never forget.",35083,2343,3683.0,7.03
5471,149,Loveless,"In the world of  Loveless , each person is born with cat ears and a tail, which disappear only if that person engages in a sexual intercourse. Because of this, they have come to symbolize virginity and innocence. Additionally, fighting is only done by ""fighting pairs"" or couples, where one is known as the Sacrifice and the other as the Fighter. The first receives the damage while the latter attacks. 
 
Ritsuka Aoyagi is a 12-year-old boy, who for some unknown reason suffers from amnesia. His brother got killed recently, and as if his life has not been hard enough lately, on his first day at the new school he gets approached by a stranger called Agatsuma Soubi, who claims to have known his late brother. Ritsuka finds out that Agatsuma and his brother used to be a fighting pair, and that Agatsuma has inherited Ritsuga now that his brother is gone. Together, they try to find the truth behind his brother's death and the organization known as the ""Seven Moons,"" which may have been responsible for it. All the while, it seems that Ritsuka and Agatsuma are becoming closer than they intended to be…",109331,1021,3682.0,7.03
5472,1631,Koukyoushihen Eureka Seven: Navigation ray=out,Summary of Eureka Seven until Episode 26.,10807,4192,3681.0,7.03
5473,23425,Karneval Specials,Reproduction of ending scenes with the addition of new scenes.,6975,5025,3680.0,7.03
5474,358,"Iriya no Sora, UFO no Natsu","Asaba Naoyuki is an ordinary high school student. As a member of his school's press club, he's just spent the summer camping outside the local military base, in hopes of seeing the UFOs that are secretly kept there, according to local legend. Returning to school, he meets a strange girl, Iriya Kana, and gradually comes to realize that she is more than merely strange - and that a dark secret lies beneath the world that he knows. 
 
(Source: ANN)",22067,3035,3679.0,7.03
5475,33204,Hirune Hime: Shiranai Watashi no Monogatari,"Kokone Morikawa has a strange napping disease that distracts her from reality, one that makes the world of her dreams and the real world near indistinguishable. In reality, she is an average high school student preparing for her university entrance exams; but in her dreams she is a magical princess of Heartland, a machine-driven future where the use of artificial intelligence is forbidden. 
 
Within the seemingly imaginary dreamland, Kokone discovers more about her family's past and the secret that her father, a talented mechanic, has tried to protect her from. However, as the events between two worlds intertwine, she must now protect the secret from villainous entities, both dream-like and terrifyingly real. 
 
[Written by MAL Rewrite] 
",27344,2711,3678.0,7.03
5476,5217,Goal FH: Field Hunter,The story is about Hikaru Tatsumura who came from Brazil to fulfill his dream to be a great soccer player because he met a great player once who was admired by all people. However Tatsumura is a very cheerful person  and easy going except when it is about soccer. He becomes serious and strong. He also gives a unique performance such as doing a funny dance with his buddy after he makes a goal. Tatsumura will face a lot of challenges with his team while aiming for success.,1242,9073,3677.0,7.04
5477,1022,Generator Gawl,"Ryo, Gawl and Koji are 3 young boys who travel back into the past with only 1 objective: change history. In their time they discover that their country, Kubere, uses genetically enhanced persons called generators as a military tool. These generators are the cause for the Third War which kills most of the human population. Now Koji, Ryo and Gawl are there to change all the events.  
 
(Source: ANN) ",7559,4850,3676.0,7.03
5478,116,El Hazard: The Wanderers,"Makoto Mizuhara is working on his latest experiment in the school science lab, but when he takes a break his lifelong rival Katsuhiko Jinnai shows up and attempts to destroy the device and discredit Makoto. This overloads the experiment and transports Makoto, Jinnai, his sister Nanami, and their teacher Mr. Fujisawa to the strange and magnificent world El Hazard. Makoto and Fujisawa land squarely in the Kingdom of Roshtaria, and quickly befriend the princess Rune Venus. Jinnai allies himself with the Bugrom, a race of giant insects bent on taking over El Hazard, while his sister tries to eke out her own living in the desert. Makoto searches desperately for a way to return home, all the while fighting off the Bugrom, enlisting the help of the Holy Priestesses, and stopping the demon god Ifurita from destroying everything.  
 
(Source: ANN)",13041,3874,3675.0,7.03
5479,24169,Detective Conan: The Fugitive Kogorou Mouri,"File 594 that was never animated. To celebrate Detective Conan Movie 18 premiere, it was animated and streamed on NOTTV.  This is where Kogorou Mouri is the fugitive.",4521,6001,3674.0,7.03
5480,27653,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,"Hiroshi was ordered to be the manager of his company's Mexico branch in order to collect the fruit of a new type of cactus that has the sweetest nectar. So, Nohara family packs up and moves to Mexico to live there. They had to bid farewell to their acquaintances and the citizens of Kasukabe with tears. Shinnosuke heard that Mexican young girls are stylish and beautiful and became eager for this journey. On arriving at Mardequellyovaca city in Mexico, a new life full of anxiety, surrounded by unique neighbors awaits them. But Shinnosuke and Nohara family had no idea that flesh-eating killer cactuses are going to attack. 
 
To save the town, the Nohara family and their neighbors work together to fight against ""Killer Cactus"".  
 
(Source: Wikipedia)",1412,8800,3673.0,7.03
5481,17113,Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,"Comical adventure story starring Kasukabe Defense Forces and dealing with ""food"" as theme. Kasukabe Defense Forces (Shinnosuke and his mates: Kazama-kun, Nene-chan, Masao-kun and Bo-chan) decide to attend ""B-class Gourmet Carnival"", a big event in Kasukabe, without their parents, to eat very tasty yakisoba sauce cooked by ""Sauce's Ken"". On the way, a mystery woman asks them to bring a legendary sauce to Sauce's Ken. They head to the event site with the sauce, but they wander off into a mountain, and ""A-class Gourmet Organization"", an organization plotting to eliminate B-class gourmet, seeks to take the sauce away from them. 
 
(Source: Manabu Tsuribe)",1545,8581,3672.0,7.03
5482,1953,Code Geass: Hangyaku no Lelouch Picture Drama,"At Ashford Academy, the girls get into juicy talks in the bath, and later plan a gender role reversal festival, which has everyone but Lelouch Lamperouge eager. The students also attend the grand opening of the Clovis Land pool, much to the scantily clad Cornelia li Britannia's embarrassment. Events from Lelouch's past show a chapter from his royal upbringing, and how he met Suzaku Kururugi.  Code Geass: Hangyaku no Lelouch Picture Drama  shows that when they are away from the bloodshed and agony of war, the characters live very different and often humorous lives. 
 
[Written by MAL Rewrite]",41481,2132,3671.0,7.03
5483,31145,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,Picture drama included in the  Code Geass: Boukoku no Akito 3  Blu-ray/DVD release.,7072,4999,3670.0,7.03
5484,36308,Blade Runner: Black Out 2022,"In 2022, an EMP detonation causes a global blackout that has massive, destructive implications all over the world. Directed by  Cowboy Bebop  and  Samurai Champloo 's Shinichiro Watanabe,  Blade Runner: Black Out 2022  is an animated short which serves as a prologue for the feature film  Blade Runner 2049 . 
 
(Source: Crunchyroll, edited)",20797,3136,3669.0,7.03
5485,4094,Batman: Gotham Knight,"Anime-inspired direct-to-DVD anthology film. Comprised of six short stories, from diverse creators, including Academy Award-nominated Josh Olsen (A History of Violence), Batman Begins writer David S. Goyer, and comics scribe Brian Azzarello. It's planned for a release window of two to four weeks prior to the release of The Dark Knight, and would bridge the gap between Batman Begins and The Dark Knight. 
 
(Source: IMDB)",22001,3043,3668.0,7.03
5486,33254,Arslan Senki (TV) OVA,"It has been announced that Hiromu Arakawa's  Arslan Senki  manga will bundle OVAs in the fifth and sixth volumes, to be released on May 9 and November 9 respectively. The first OVA will include an original story supervised by Hiromu Arakawa, while the content of the second OVA has not been announced yet.",15950,3582,3667.0,7.03
5487,40295,Another World,"The official website for Tomohiko Itou's original film Hello World announced on Thursday that it will receive a three-part spin-off,  Another World , beginning before the film's September 20 premiere. The first episode, titled ""Record 2027,"" will stream on Hikari TV Channel+ on September 13, followed by the second—""Record 2032""—on September 27 and the third—""Record 2036""—on October 4.  
 
(Source: MAL News)",5493,5534,3666.0,7.03
5488,21639,Yu☆Gi☆Oh! Arc-V,"Action Duels, which allow duelists to soar and swing alongside their Duel Monsters, are taking the world by storm. Due to an evolutionary breakthrough, the ""Solid Vision"" system is now able to provide Duel Monsters with mass. 
 
Yuuya Sakaki is Yuusho Sakaki's son, the latter being the founder of You Show Duel School in Miami City. Yuusho insists that duels are not a tool of war, but rather are to bring smiles to people and thus introduced the concept of Entertainment Dueling. However, at the height of his fame, Yuusho disappears and fails to attend his duel with Strong Ishijima, the Action Duel champion. Although scarred by this sudden leave, Yuuya vows to become an Entertainment Duelist like his father. 
 
Several years later, in the midst of a battle with Strong Ishijima, Yuuya's desperation to win brings forth a miracle. His pendant begins glowing, turning his cards into Pendulum Cards, which enables him to perform a Pendulum Summon—a summoning method unknown to the world and himself—gaining him fame overnight. As a result, Reiji Akaba, CEO of Leo Corporation and founder of the elite Leo Duel School, starts producing new Pendulum Cards to incorporate Pendulum Summoning into the system. Thus, the mysteries that surround Pendulum Summoning and Yuuya's father start to unravel, and Yuuya learns bit by bit what it takes to become an Entertainment Duelist. 
 
[Written by MAL Rewrite]",35372,2336,3665.0,7.04
5489,28257,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,Second  Youkai Watch  movie.,1244,9088,3664.0,7.04
5490,1514,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,"The third season doesn`t have a particular story behind everything (like ""Valkyrie Ghost"" in the second season). It just tells 6 stories about the life of Kazuto & Co. with some additions: Raine and Chorus get a house on earth, the last three Valhalla princesses each get an episode, and in the last episode Kazuto and Valkyrie, who in the same episode managed to stay adult, >try< to marry again.  
 
(Source: ANN)",5880,5385,3663.0,7.04
5491,3754,Tongari Boushi no Memole,"Memoru is one of 245 people who came to earth from the Riruru Star when their ship had an emergency crash-landing on earth. Memoru's people have such tiny bodies that they could stand on a human's palm. One day she hears lovely music, and she follows its source and comes upon a huge house she hasn't seen before to find a girl taller than her playing on the piano. Memoru visited her again secretly with her friends Popitu, Rupangu, and Pi, but the human girl, Marielle, seemed sick and likely to die any moment. Feeling sad for the girl, Memoru's tear drops on the girl's lips. The girl gets better and a strong friendship starts between them.  
 
(Source: ANN)",1677,8347,3661.0,7.04
5492,1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,"Valkyrie, Kazuto, Akina, Hydra, and friends are back for more when the Key of time suddenly appears along with many other mysterious happenings. All seemed to be linked to a person named ""Valkyrie Ghost"" whose only goal is stealing Kazuto for herself. As they team up against this seeming unbeatable foe they dig deeper into the mysterious past of Valkyrie's home planet, Valhalla. 
 
(Source: ANN)",7777,4805,3662.0,7.04
5493,687,Tokyo Mew Mew,"Ichigo Momomiya expected her date with her crush, Masaya Aoyama, to have a more romantic ending than her falling asleep after she sees a vision of a cat entering her body. Things get even stranger when, the next day, she begins displaying cat-like behaviors such as an intense craving for fish. When Masaya is attacked by a monster, she discovers that she is able to transform into the cat-eared magical girl, Mew Ichigo. 
  
After she saves Masaya, two researchers named Ryou Shirogane and Keiichiro Akasaka approach her and reveal they had injected her with Iriomote Cat DNA in order to create a magical girl that can save the world from aliens. Ichigo is tasked with fighting these monsters, but saving the world proves to be just too much for Ichigo to handle by herself. Fortunately, she learns that there are four other girls just like her, and now, Ichigo must find them quickly before the aliens completely take over the planet. 
 
[Written by MAL Rewrite]",97295,1125,3660.0,7.04
5494,28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,A spin-off of the  Tesagure! Bukatsumono  series.,3200,6864,3659.0,7.04
5495,342,Starship Operators,"For the 73rd class of cadets of the Defense University of the small planet Kibi, a shakedown cruise on the fleet's new starship ""Amaterasu"" is a fitting lead-up to graduation. As they are returning to their home planet, however, they are shocked to hear news of a declaration of war by the aggressive Kingdom against Kibi. When their planetary government surrenders without a struggle, the cadets decide to launch their own war, aboard the ""Amaterasu"". To gain funding, they make a deal with a galactic news network - and find themselves the ""stars"" of their own ""reality show"". Unfortunately, this is the kind of reality show that can get you killed...  
 
(Source: ANN)",12489,3947,3658.0,7.04
5496,8250,Soukou Kihei Votoms: Koei Futatabi,Chirico visits an oasis town and meets Gotho and his friends for the first time in 32 years.,2245,7668,3657.0,7.04
5497,2586,Soukou Kihei Votoms: Kakuyaku taru Itan,"Chirico is awoken from cold sleep and separated from Fyana. His attempts to find her come to the attention of a Nextant, the replacement for the Perfect Soldier program. At the same time, the new Pope is to be nominated, and Chirico is religiously considered to be ""The Untouchable"". With one of the nominees related to the Nextant, Chirico's actions will have far-reaching political ramifications. 
 
(Source: ANN)",2541,7377,3656.0,7.04
5498,5307,Sora wo Kakeru Shoujo,"The story is set in the year 311 of the Orbital Calendar, when humanity has migrated to countless colony clusters in space. A space colony girl named Akiha Shishidou encounters a malevolent artificial intelligence named Leopard that has been installed on a colony. 
 
Akiha is joined by an Inter-Colony Police officer named Itsuki Kannagi, a taciturn young girl named Honoka Kawai, and a robot named Imoko ""Imo-chan"" Shishidou. 
 
(Source: AniDB)",21045,3113,3655.0,7.04
5499,6344,"Shikabane Hime: Kuro – Soredemo, Hito to Shite",This special follows the story of how Isaki Shuuji and Ruo Minai became Contracted Priest and Shikabane Hime.,12306,3973,3654.0,7.04
5500,4650,Seihou Bukyou Outlaw Star Pilot,A two minute long promo for the re-mastered series. Contains animation not used in the TV series.,5325,5604,3653.0,7.04
