,show_id,listed_in,Documentaries,International TV Shows,TV Dramas,TV Mysteries,Crime TV Shows,TV Action & Adventure,Docuseries,Reality TV,Romantic TV Shows,TV Comedies,TV Horror,Children & Family Movies,Dramas,Independent Movies,International Movies,British TV Shows,Comedies,Spanish-Language TV Shows,Thrillers,Romantic Movies,Music & Musicals,Horror Movies,Sci-Fi & Fantasy,TV Thrillers,Kids TV,Action & Adventure,TV Sci-Fi & Fantasy,Classic Movies,Anime Features,Sports Movies,Anime Series,Korean TV Shows,Science & Nature TV,Teen TV Shows,Cult Movies,TV Shows,Faith & Spirituality,LGBTQ Movies,Stand-Up Comedy,Movies,Stand-Up Comedy & Talk Shows,Classic & Cult TV
5059,s5060,Comedies,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5060,s5061,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5061,s5062,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5062,s5063,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5063,s5064,"Kids' TV, TV Comedies",,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5064,s5065,"Action & Adventure, International Movies",,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,
5065,s5066,"International TV Shows, Korean TV Shows, TV Comedies",,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
5066,s5067,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5067,s5068,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5068,s5069,"Documentaries, International Movies",1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,s5070,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
5070,s5071,"International TV Shows, Romantic TV Shows, TV Dramas",,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071,s5072,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5072,s5073,Comedies,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5073,s5074,"Horror Movies, Thrillers",,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
5074,s5075,"Independent Movies, International Movies, Thrillers",,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
5075,s5076,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5076,s5077,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5077,s5078,TV Shows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
5078,s5079,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5079,s5080,"Action & Adventure, International Movies, Sci-Fi & Fantasy",,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,
5080,s5081,"Dramas, International Movies, Music & Musicals",,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5081,s5082,"Children & Family Movies, Dramas, Sports Movies",,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
5082,s5083,TV Comedies,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5083,s5084,"Dramas, International Movies",,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5084,s5085,"Comedies, Independent Movies",,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5085,s5086,"Documentaries, International Movies",1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086,s5087,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5087,s5088,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5088,s5089,"Horror Movies, International Movies, Thrillers",,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
5089,s5090,"International TV Shows, Romantic TV Shows, TV Comedies",,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5090,s5091,"Classic & Cult TV, TV Comedies",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5091,s5092,"Horror Movies, Thrillers",,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
5092,s5093,"Anime Series, International TV Shows, TV Horror",,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
5093,s5094,"Comedies, Dramas, Independent Movies",,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5094,s5095,"Documentaries, International Movies",1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095,s5096,"Anime Series, International TV Shows",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
5096,s5097,"Anime Series, International TV Shows",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
5097,s5098,"British TV Shows, International TV Shows, Romantic TV Shows",,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,s5099,"Anime Series, Kids' TV",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
5099,s5100,"Crime TV Shows, International TV Shows, TV Dramas",,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,s5101,"Stand-Up Comedy & Talk Shows, TV Comedies",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
5101,s5102,"Comedies, International Movies",,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5102,s5103,"Comedies, International Movies, Sports Movies",,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,
5103,s5104,"Crime TV Shows, International TV Shows, TV Dramas",,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,s5105,"Action & Adventure, Comedies, Dramas",,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
5105,s5106,"International TV Shows, TV Dramas",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,s5107,"Children & Family Movies, Music & Musicals",,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5107,s5108,"Comedies, Independent Movies",,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5108,s5109,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5109,s5110,"International TV Shows, Korean TV Shows, TV Comedies",,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
5110,s5111,"Horror Movies, Independent Movies, Thrillers",,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
5111,s5112,"British TV Shows, Docuseries",,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,s5113,"Docuseries, International TV Shows, Science & Nature TV",,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
5113,s5114,"Action & Adventure, Sci-Fi & Fantasy",,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,
5114,s5115,"Dramas, International Movies, Romantic Movies",,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
5115,s5116,"Children & Family Movies, Comedies",,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5116,s5117,Documentaries,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,s5118,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5118,s5119,"Crime TV Shows, International TV Shows, TV Comedies",,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,s5120,"International TV Shows, Korean TV Shows, Romantic TV Shows",,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
5120,s5121,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
5121,s5122,"Dramas, International Movies, Romantic Movies",,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
5122,s5123,"Comedies, Dramas, International Movies",,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5123,s5124,"Comedies, Independent Movies",,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5124,s5125,"Comedies, Dramas, International Movies",,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5125,s5126,"Crime TV Shows, Docuseries",,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,s5127,TV Dramas,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,s5128,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5128,s5129,"International TV Shows, TV Dramas",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,s5130,"Comedies, Dramas",,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5130,s5131,"Action & Adventure, International Movies",,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,
5131,s5132,"Dramas, International Movies, Music & Musicals",,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5132,s5133,"Documentaries, Faith & Spirituality",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
5133,s5134,"Children & Family Movies, Comedies, Music & Musicals",,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
5134,s5135,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5135,s5136,"Comedies, International Movies, Romantic Movies",,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
5136,s5137,"Horror Movies, Independent Movies",,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
5137,s5138,"Children & Family Movies, Comedies",,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5138,s5139,"Kids' TV, TV Comedies",,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5139,s5140,"International TV Shows, TV Dramas",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,s5141,"Children & Family Movies, Comedies, Music & Musicals",,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
5141,s5142,"International TV Shows, TV Comedies",,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5142,s5143,Children & Family Movies,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143,s5144,"Dramas, Independent Movies, International Movies",,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5144,s5145,"Kids' TV, TV Comedies",,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5145,s5146,"International TV Shows, Romantic TV Shows, TV Dramas",,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,s5147,"International Movies, Sci-Fi & Fantasy, Thrillers",,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
5147,s5148,TV Dramas,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,s5149,Documentaries,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149,s5150,"British TV Shows, International TV Shows, TV Comedies",,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,s5151,"British TV Shows, Crime TV Shows, International TV Shows",,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,s5152,"Comedies, International Movies",,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5152,s5153,Documentaries,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153,s5154,"Dramas, Independent Movies, International Movies",,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5154,s5155,"International TV Shows, Romantic TV Shows, TV Dramas",,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5155,s5156,"International TV Shows, TV Comedies",,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,s5157,TV Shows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
5157,s5158,"International TV Shows, Korean TV Shows, TV Dramas",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
5158,s5159,Music & Musicals,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5159,s5160,TV Dramas,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,s5161,"Children & Family Movies, Music & Musicals",,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5161,s5162,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5162,s5163,Documentaries,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5163,s5164,"Children & Family Movies, Dramas, Romantic Movies",,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
5164,s5165,Documentaries,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5165,s5166,"Crime TV Shows, TV Dramas",,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5166,s5167,Kids' TV,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5167,s5168,"Dramas, Independent Movies",,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5168,s5169,Reality TV,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5169,s5170,"Anime Series, International TV Shows, Teen TV Shows",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,
5170,s5171,"Crime TV Shows, International TV Shows, TV Dramas",,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,s5172,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5172,s5173,"Action & Adventure, Comedies, International Movies",,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
5173,s5174,"International TV Shows, TV Action & Adventure, TV Comedies",,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174,s5175,"Anime Series, Kids' TV",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
5175,s5176,TV Comedies,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,s5177,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5177,s5178,"Action & Adventure, International Movies",,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,
5178,s5179,"Anime Series, International TV Shows",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
5179,s5180,Documentaries,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180,s5181,Kids' TV,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5181,s5182,Dramas,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,s5183,Documentaries,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5183,s5184,"Comedies, Dramas, International Movies",,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5184,s5185,"International TV Shows, TV Dramas",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,s5186,"Crime TV Shows, International TV Shows, TV Dramas",,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186,s5187,"Action & Adventure, Dramas, International Movies",,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,
5187,s5188,"International Movies, Thrillers",,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
5188,s5189,"Action & Adventure, Dramas, International Movies",,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,
5189,s5190,"Children & Family Movies, Comedies",,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5190,s5191,"Action & Adventure, Dramas, International Movies",,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,
5191,s5192,"International TV Shows, TV Dramas",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,s5193,"International TV Shows, TV Dramas",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,s5194,"International TV Shows, TV Dramas",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5194,s5195,"Crime TV Shows, International TV Shows, TV Action & Adventure",,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,s5196,"International TV Shows, TV Dramas",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196,s5197,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5197,s5198,Documentaries,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,s5199,"Dramas, Romantic Movies, Sports Movies",,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,
5199,s5200,"Children & Family Movies, Comedies",,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5200,s5201,"Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy",,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,
5201,s5202,Documentaries,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,s5203,"Dramas, Independent Movies",,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,s5204,"Action & Adventure, Thrillers",,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
5204,s5205,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5205,s5206,"TV Dramas, TV Horror, TV Mysteries",,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,s5207,"British TV Shows, TV Comedies",,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5207,s5208,"Dramas, Thrillers",,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
5208,s5209,"TV Comedies, Teen TV Shows",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
5209,s5210,Documentaries,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,s5211,"Crime TV Shows, Docuseries, International TV Shows",,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,s5212,Action & Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
5212,s5213,"Comedies, International Movies, Romantic Movies",,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
5213,s5214,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5214,s5215,"Action & Adventure, International Movies",,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,
5215,s5216,"International TV Shows, Romantic TV Shows, TV Dramas",,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,s5217,"International TV Shows, Romantic TV Shows, TV Comedies",,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,s5218,"Dramas, International Movies, Music & Musicals",,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5218,s5219,"Documentaries, International Movies",1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,s5220,Kids' TV,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5220,s5221,"Comedies, Dramas, International Movies",,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5221,s5222,"Docuseries, Reality TV",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,s5223,"Comedies, Dramas, International Movies",,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5223,s5224,"Dramas, International Movies",,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224,s5225,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5225,s5226,Documentaries,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,s5227,"Comedies, Horror Movies",,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
5227,s5228,"Comedies, Dramas, Independent Movies",,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5228,s5229,"Comedies, International Movies, Romantic Movies",,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
5229,s5230,"Comedies, Independent Movies, International Movies",,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5230,s5231,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5231,s5232,"Anime Series, International TV Shows",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
5232,s5233,Kids' TV,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5233,s5234,"Documentaries, LGBTQ Movies",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
5234,s5235,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5235,s5236,"Dramas, International Movies, Thrillers",,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
5236,s5237,"Anime Series, Kids' TV",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
5237,s5238,"Kids' TV, TV Comedies",,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5238,s5239,"Comedies, International Movies",,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5239,s5240,"Documentaries, International Movies",1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5240,s5241,"Documentaries, Sports Movies",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
5241,s5242,"Children & Family Movies, Comedies",,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5242,s5243,"International TV Shows, TV Dramas",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,s5244,Kids' TV,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5244,s5245,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
5245,s5246,"TV Action & Adventure, TV Sci-Fi & Fantasy",,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
5246,s5247,"International TV Shows, Romantic TV Shows, TV Dramas",,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5247,s5248,"International TV Shows, Romantic TV Shows, TV Dramas",,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5248,s5249,"Dramas, International Movies",,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,s5250,"Dramas, Independent Movies, International Movies",,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,s5251,"International TV Shows, TV Dramas",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5251,s5252,"British TV Shows, Docuseries, International TV Shows",,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5252,s5253,"Horror Movies, Thrillers",,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
5253,s5254,Documentaries,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5254,s5255,"International TV Shows, TV Comedies, TV Dramas",,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5255,s5256,"Dramas, Romantic Movies",,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
5256,s5257,"Documentaries, International Movies",1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5257,s5258,"British TV Shows, Docuseries, International TV Shows",,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5258,s5259,TV Comedies,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,s5260,"International TV Shows, TV Dramas",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5260,s5261,"Dramas, Independent Movies, International Movies",,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5261,s5262,Stand-Up Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5262,s5263,"International TV Shows, Reality TV",,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
